City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,dire dawa,9.5931,41.8661,20.35,74,20,0.27,ET,1699838413
365,caconda,-13.7333,15.0667,17.37,83,100,1.88,AO,1699838413
366,marsh harbour,26.5412,-77.0636,25.73,64,15,4.34,BS,1699838413
367,dryden,49.7833,-92.7503,2.16,93,100,4.63,CA,1699838321
368,kletskaya,49.3145,43.0584,10.19,72,100,8.19,RU,1699838413
369,sao felix do xingu,-6.6447,-51.995,27.08,49,28,0.98,BR,1699838414
370,cam ranh,11.9214,109.1591,24.98,94,75,2.57,VN,1699838414
371,palembang,-2.9167,104.7458,26.05,94,40,1.54,ID,1699838414
372,montego bay,18.4712,-77.9188,28.89,79,20,4.12,JM,1699838414
373,cabedelo,-6.9811,-34.8339,25.37,77,3,3.87,BR,1699838415
374,kasulu,-4.5767,30.1025,17.73,91,30,1.2,TZ,1699838415
375,diapaga,12.0708,1.7889,26.29,20,48,2.89,BF,1699838375
376,mandan,46.8267,-100.8896,9.42,57,0,4.12,US,1699838415
377,rundu,-17.9333,19.7667,24.86,30,79,1.45,NA,1699838416
378,qui nhon,13.7667,109.2333,25.67,90,100,4.79,VN,1699838416
379,tyuratam,45.6507,63.3156,3.52,84,6,1.54,KZ,1699838416
380,lagoa,39.05,-27.9833,17.88,78,100,6.07,PT,1699838416
381,beyneu,45.3167,55.2,5.7,64,100,7.58,KZ,1699838416
382,pangody,65.85,74.4859,-10.74,88,12,6.33,RU,1699838416
383,dowagiac,41.9842,-86.1086,9.16,59,0,4.91,US,1699838185
384,greymouth,-42.4667,171.2,14.76,85,100,5.01,NZ,1699838417
385,karymskoye,51.6167,114.35,-9.55,79,26,1.22,RU,1699838417
386,prince rupert,54.3161,-130.3201,7.83,72,75,7.72,CA,1699838334
387,cassia,-20.5831,-46.9219,26.92,34,56,0.28,BR,1699838417
388,majene,-3.5403,118.9707,30.25,64,31,1.01,ID,1699838417
389,san jose del cabo,23.0589,-109.6977,27.5,66,40,4.63,MX,1699838173
390,eraan,9.0629,117.7016,29.39,67,9,1.51,PH,1699838325
391,anori,-3.7728,-61.6442,27.84,66,16,1.36,BR,1699838418
392,olyokminsk,60.3736,120.4264,-11.61,93,100,1.44,RU,1699838418
393,tual,-5.6667,132.75,27.87,78,31,4.77,ID,1699838314
394,sussex,41.1834,-74.6663,1.42,80,0,0.0,US,1699838203
395,korschenbroich,51.1914,6.5135,7.32,92,100,2.06,DE,1699838419
396,krasnyy yar,46.5331,48.3456,9.98,71,100,3.31,RU,1699838419
397,bam,29.106,58.357,17.36,34,0,1.07,IR,1699838419
398,yuzhno-kurilsk,44.0306,145.8556,2.43,80,53,2.45,RU,1699838325
399,tsiombe,-25.3,45.4833,21.48,60,0,2.66,MG,1699838419
400,sona,45.4388,10.8255,5.74,66,33,2.26,IT,1699838419
401,sisimiut,66.9395,-53.6735,-9.32,87,88,3.17,GL,1699838420
402,san antonio de pale,-1.4014,5.6325,26.22,83,27,5.83,GQ,1699838420
403,daru,-9.0763,143.2092,26.93,68,80,3.44,PG,1699838420
404,lubang,13.8584,120.124,28.42,76,13,10.27,PH,1699838420
405,pariaman,-0.619,100.12,27.03,82,91,0.49,ID,1699838421
406,palpa,-14.5336,-75.1856,21.99,73,2,1.54,PE,1699838421
407,al jahra',29.3375,47.6581,23.12,54,100,1.64,KW,1699838421
408,lashio,22.9333,97.75,18.5,86,4,0.43,MM,1699838421
409,balabac,7.9868,117.0645,29.24,71,18,4.4,PH,1699838422
410,tchintabaraden,15.8969,5.7985,23.95,15,3,4.5,NE,1699838422
411,puerto deseado,-47.7503,-65.8938,7.91,61,0,7.54,AR,1699838422
412,mar del plata,-38.0023,-57.5575,12.15,69,0,2.24,AR,1699838335
413,taco pozo,-25.6167,-63.2833,21.89,92,100,5.94,AR,1699838423
414,mahibadhoo,3.7833,72.9667,27.63,75,92,0.4,MV,1699838424
415,argostolion,38.1811,20.489,18.75,54,100,3.98,GR,1699838424
416,badger,64.8,-147.5333,-10.07,79,40,2.57,US,1699838424
417,kukuna,9.4,-12.6667,24.3,93,33,1.29,SL,1699838425
418,oltinko'l,40.8011,72.1634,9.22,60,5,0.69,UZ,1699838425
419,onega,63.9061,38.1404,-3.8,77,61,6.41,RU,1699838425
420,kolonia,50.9333,6.95,7.46,88,0,3.09,DE,1699838374
421,ridgeland,32.4285,-90.1323,17.93,83,100,1.54,US,1699838426
422,uliastay,47.7417,96.8444,-12.17,64,100,2.59,MN,1699838426
423,juegang,32.3174,121.1855,7.52,60,97,5.6,CN,1699838426
424,guiratinga,-16.3494,-53.7583,28.46,36,40,1.09,BR,1699838426
425,miri,4.4148,114.0089,28.08,83,40,3.09,MY,1699838427
426,romanovskaya,47.5426,42.0285,11.11,49,100,6.26,RU,1699838427
427,homer,59.6425,-151.5483,1.56,72,0,2.24,US,1699838427
428,lerida,41.6167,0.6167,14.11,86,0,3.09,ES,1699838428
429,ulladulla,-35.35,150.4667,23.2,54,92,3.25,AU,1699838428
430,bayanhongor,46.7167,100.1167,-16.25,65,1,1.43,MN,1699838428
431,nantucket,41.2835,-70.0995,5.08,63,100,2.06,US,1699838325
432,coahuayana de hidalgo,18.7,-103.6583,26.13,87,21,0.63,MX,1699838350
433,grand falls-windsor,48.9332,-55.6649,-5.69,92,7,2.04,CA,1699838429
434,bengkulu,-3.8004,102.2655,26.08,83,96,1.55,ID,1699838362
435,sao tome,0.3365,6.7273,26.32,86,17,3.62,ST,1699838429
436,ketchikan,55.3422,-131.6461,6.99,56,0,5.14,US,1699838429
437,saint-denis,48.9167,2.3333,12.82,91,75,5.66,FR,1699838429
438,lompoc,34.6391,-120.4579,19.83,67,0,3.6,US,1699838429
439,carboneras,37.0015,-1.9213,17.28,67,0,1.32,ES,1699838430
440,antalaha,-14.9003,50.2788,22.23,86,1,2.42,MG,1699838430
441,kingston,17.997,-76.7936,30.53,66,20,5.66,JM,1699838430
442,lazaro cardenas,17.9583,-102.2,26.95,81,69,2.16,MX,1699838368
443,olinda,-8.0089,-34.8553,26.85,69,20,3.6,BR,1699838431
444,la rioja,42.25,-2.5,3.88,87,66,3.35,ES,1699838381
445,nyurba,63.2842,118.3319,-19.0,98,100,1.4,RU,1699838431
446,malpica,43.3228,-8.8105,18.86,76,99,9.65,ES,1699838431
447,lethem,3.3803,-59.7968,28.39,58,8,3.03,GY,1699838431
448,aweil,8.7682,27.4002,25.85,65,6,1.24,SS,1699838431
449,bakchar,57.0186,82.0711,0.51,99,100,1.11,RU,1699838432
450,atherton,53.5237,-2.4935,9.12,97,100,2.69,GB,1699838432
451,coquimbo,-29.9533,-71.3436,13.85,82,0,4.63,CL,1699838206
452,umluj,25.0213,37.2685,27.92,64,100,2.37,SA,1699838432
453,vredendal,-31.6683,18.5012,13.94,73,0,1.21,ZA,1699838347
454,glace bay,46.1969,-59.957,2.34,80,100,6.17,CA,1699838432
455,mahalapye,-23.1041,26.8142,25.94,23,78,7.67,BW,1699838433
456,morant bay,17.8815,-76.4093,30.79,80,7,4.35,JM,1699838433
457,kwolla,8.9333,9.2833,26.4,45,90,1.37,NG,1699838433
458,hanzhong,33.0728,107.0303,6.29,80,100,1.05,CN,1699838279
459,luocheng,29.3848,104.0286,9.62,81,99,0.3,CN,1699838433
460,fortuna,40.5982,-124.1573,15.52,69,0,5.14,US,1699838213
461,nenjiang,49.1833,125.2167,-6.26,74,4,1.88,CN,1699838434
462,sao joao da barra,-21.6403,-41.0511,24.16,89,100,4.34,BR,1699838434
463,same,-4.0667,37.7333,20.11,94,93,0.81,TZ,1699838434
464,buenavista tomatlan,19.2,-102.6,26.11,69,51,1.26,MX,1699838435
465,taroa,8.7058,171.2275,28.37,82,82,8.23,MH,1699838435
466,ballina,-28.8667,153.5667,25.43,77,80,4.5,AU,1699838435
467,newman,37.3138,-121.0208,22.13,54,82,1.87,US,1699838435
468,muborak,39.2553,65.1528,8.67,27,11,2.54,UZ,1699838436
469,belaya kholunitsa,58.84,50.8528,0.47,97,100,5.62,RU,1699838436
470,yanam,16.7333,82.2167,24.15,81,100,2.78,IN,1699838436
471,sirjan,29.452,55.6814,11.53,27,2,1.86,IR,1699838436
472,nogliki,51.8333,143.1667,-8.14,61,87,7.15,RU,1699838437
473,malango,-2.9627,119.9001,26.53,62,97,0.79,ID,1699838437
474,pavlohrad,48.5167,35.8667,8.6,74,100,6.84,UA,1699838437
475,corn island,12.1694,-83.0418,25.36,89,100,9.81,NI,1699838332
476,touros,-5.1989,-35.4608,25.36,79,3,5.47,BR,1699838437
477,cadale,2.7603,46.3222,27.69,76,32,2.15,SO,1699838438
478,nema,57.5067,50.5011,0.91,97,100,6.56,RU,1699838438
479,wundanyi,-3.4019,38.364,16.91,91,56,1.06,KE,1699838438
480,lufilufi,-13.8745,-171.5986,31.88,75,15,3.53,WS,1699838438
481,kilindoni,-7.9139,39.6668,26.27,81,63,1.17,TZ,1699838438
482,rumoi,43.9344,141.6428,3.0,75,100,5.74,JP,1699838438
483,lorengau,-2.0226,147.2712,29.5,64,29,1.99,PG,1699838439
484,kenai,60.5544,-151.2583,-3.81,96,0,1.54,US,1699838439
485,antsohihy,-14.8796,47.9875,24.38,86,3,1.13,MG,1699838439
486,marivan,35.5219,46.176,11.74,46,100,0.83,IR,1699838439
487,murashi,59.3999,48.9615,0.19,97,100,5.73,RU,1699838439
488,port hueneme,34.1478,-119.1951,21.52,52,0,2.06,US,1699838440
489,nadym,65.5333,72.5167,-10.25,85,14,6.52,RU,1699838440
490,revda,56.801,59.9303,0.64,86,100,1.85,RU,1699838440
491,lerwick,60.1545,-1.1494,8.11,80,25,9.14,GB,1699838385
492,tocoa,15.6833,-86.0,23.72,98,54,0.27,HN,1699838441
493,oromocto,45.8351,-66.4792,-1.04,63,100,2.06,CA,1699838442
494,smithers,54.7804,-127.1743,-0.82,100,100,1.03,CA,1699838443
495,yuci,37.6803,112.7319,-1.14,59,0,1.0,CN,1699838297
496,tapa,59.2606,25.9586,3.01,96,100,4.7,EE,1699838444
497,bhamo,24.2667,97.2333,20.23,71,0,0.57,MM,1699838444
498,lata,40.1629,-8.3327,17.26,96,92,1.56,PT,1699838444
499,praia da vitoria,38.7333,-27.0667,18.14,88,75,2.65,PT,1699838337
500,winnemucca,40.973,-117.7357,11.03,25,0,3.6,US,1699838444
501,faya-largeau,17.9257,19.1043,25.38,20,17,7.3,TD,1699838444
502,pisco,-13.7,-76.2167,20.01,88,0,8.23,PE,1699838352
503,yeongdong,36.175,127.7764,3.32,45,1,3.7,KR,1699838154
504,nowshahr,36.649,51.496,11.97,94,0,0.0,IR,1699838445
505,marshfield,44.6689,-90.1718,8.97,61,0,4.12,US,1699838445
506,sena madureira,-9.0656,-68.6569,27.59,66,43,1.13,BR,1699838445
507,minas de marcona,-15.2119,-75.1103,14.62,91,90,6.45,PE,1699838445
508,bonthe,7.5264,-12.505,26.43,85,90,1.97,SL,1699838445
509,korsakov,46.6328,142.7813,-2.09,57,93,3.75,RU,1699838446
510,kotlas,61.2611,46.6556,0.03,90,100,2.68,RU,1699838447
511,klaksvik,62.2266,-6.589,6.51,76,100,10.9,FO,1699838447
512,nassau village-ratliff,30.5111,-81.8093,17.21,89,100,4.63,US,1699838447
513,mormugao,15.4,73.8,23.59,78,20,2.06,IN,1699838447
514,masuguru,-11.3667,38.4167,26.17,74,86,2.14,TZ,1699838352
515,wiset chaichan,14.5945,100.3382,27.25,88,98,4.11,TH,1699838447
516,piat,17.7905,121.478,26.92,77,85,1.32,PH,1699838448
517,nguigmi,14.2495,13.1092,25.08,22,12,5.09,NE,1699838448
518,hepingjie,42.0597,126.9158,-7.54,63,1,1.77,CN,1699838448
519,villa del totoral,-30.8167,-63.7167,18.52,31,0,7.11,AR,1699838448
520,budva,42.2864,18.84,7.14,100,0,0.0,ME,1699838448
521,mao,39.8885,4.2658,16.31,100,0,2.06,ES,1699838448
522,dubbo,-32.25,148.6167,28.07,30,0,3.09,AU,1699838449
523,queenstown,-31.8976,26.8753,7.65,91,0,1.17,ZA,1699838449
524,tianchang,37.9981,114.0156,3.64,33,100,0.38,CN,1699838449
525,craiova,44.3167,23.8,2.55,100,0,2.06,RO,1699838449
526,frontera,26.9333,-101.45,13.62,92,100,1.96,MX,1699838449
527,east london,-33.0153,27.9116,14.58,68,42,4.13,ZA,1699838281
528,tadine,-21.55,167.8833,23.76,57,64,9.19,NC,1699838363
529,whangarei,-35.7317,174.3239,21.82,34,0,0.56,NZ,1699838449
530,pandan,14.0453,124.1694,27.58,87,100,7.75,PH,1699838449
531,labytnangi,66.6572,66.4183,-11.9,88,16,4.0,RU,1699838450
532,mbeya,-8.9,33.45,16.05,89,87,2.04,TZ,1699838450
533,richfield,44.8833,-93.283,12.13,48,0,4.12,US,1699838450
534,quellon,-43.1167,-73.6167,7.66,79,100,3.94,CL,1699838188
535,agapovka,53.2973,59.1348,0.56,89,50,3.09,RU,1699838450
536,axim,4.8699,-2.2405,25.85,89,3,2.42,GH,1699838450
537,clinton,42.587,-82.9199,7.16,81,40,3.09,US,1699838172
538,hammerfest,70.6634,23.6821,-5.75,63,12,0.51,NO,1699838394
539,poxoreo,-15.8372,-54.3892,28.59,40,43,2.02,BR,1699838451
540,okondja,-0.6549,13.6753,22.07,99,100,0.59,GA,1699838244
541,ngama,11.7833,17.1667,26.69,25,69,2.67,TD,1699838451
542,cervantes,-39.05,-67.3833,14.32,18,0,3.28,AR,1699838451
543,saint-francois,46.4154,3.9054,12.58,100,100,3.09,FR,1699838451
544,kuala tungkal,-0.8167,103.4667,27.1,82,80,1.59,ID,1699838451
545,port blair,11.6667,92.75,24.02,94,100,1.03,IN,1699838338
546,goure,13.9835,10.2704,23.49,14,0,4.3,NE,1699838452
547,port-vila,-17.7338,168.3219,25.78,78,100,7.72,VU,1699838368
548,vilyuchinsk,52.9306,158.4028,0.15,66,45,2.9,RU,1699838315
549,tolanaro,-25.0319,46.9987,18.92,81,0,3.97,MG,1699838452
550,hodmezovasarhely,46.4167,20.3333,5.62,74,100,2.66,HU,1699838452
551,amungan,15.3652,119.9582,29.44,64,63,0.17,PH,1699838452
552,nanchong,30.7951,106.0847,9.4,87,100,1.65,CN,1699838452
553,phrai bueng,14.7483,104.3626,27.28,85,10,2.06,TH,1699838452
554,chicoana,-25.1009,-65.5331,25.03,85,99,2.82,AR,1699838453
555,chingola,-12.529,27.8838,17.22,96,100,1.49,ZM,1699838453
